onset	duration	trial_type
29.632324	0.0	MU_00
29.677246	0.0	MU_08
29.682129	0.0	MU_00
29.697266	0.0	MU_05
29.731934	0.0	MU_00
29.736328	0.0	MU_03
29.780762	0.0	MU_07
29.789062	0.0	MU_06
29.79834	0.0	MU_01
29.811035	0.0	MU_02
29.872559	0.0	MU_07
29.92041	0.0	MU_06
29.928223	0.0	MU_04
29.966309	0.0	MU_05
29.970215	0.0	MU_06
30.0	0.0	MU_00
30.02002	0.0	MU_06
30.058105	0.0	MU_09
30.104492	0.0	MU_04
30.118652	0.0	MU_00
30.166504	0.0	MU_01
30.303223	0.0	MU_07
30.308594	0.0	MU_08
30.34668	0.0	MU_02
30.367676	0.0	MU_09
30.396484	0.0	MU_02
30.449219	0.0	MU_04
30.458008	0.0	MU_01
30.505371	0.0	MU_02
30.511719	0.0	MU_06
30.601074	0.0	MU_01
30.626465	0.0	MU_07
30.65332	0.0	MU_02
30.681152	0.0	MU_04
30.730957	0.0	MU_01
30.737305	0.0	MU_03
30.743652	0.0	MU_02
30.773438	0.0	MU_09
30.82666	0.0	MU_02
30.838867	0.0	MU_03
30.924805	0.0	MU_03
30.932129	0.0	MU_06
31.050781	0.0	MU_03
31.091797	0.0	MU_02
31.1875	0.0	MU_05
31.189941	0.0	MU_09
31.313477	0.0	MU_04
31.610352	0.0	MU_00
31.618652	0.0	MU_04
31.658691	0.0	MU_05
31.744629	0.0	MU_07
31.849609	0.0	MU_09
31.856934	0.0	MU_02
31.929688	0.0	MU_04
31.994629	0.0	MU_06
32.136719	0.0	MU_03
32.22168	0.0	MU_02
32.32373	0.0	MU_08
32.34082	0.0	MU_02
32.442871	0.0	MU_06
32.547363	0.0	MU_04
32.597168	0.0	MU_04
32.858887	0.0	MU_03
32.975098	0.0	MU_07
33.072754	0.0	MU_01
33.449707	0.0	MU_03
33.503418	0.0	MU_01
33.586426	0.0	MU_04
33.697266	0.0	MU_05
33.720703	0.0	MU_06
33.751465	0.0	MU_00
33.89502	0.0	MU_02
33.947266	0.0	MU_01
34.16748	0.0	MU_02
34.469238	0.0	MU_02
34.97998	0.0	MU_03
35.361328	0.0	MU_00
35.391602	0.0	MU_01
