onset	duration	trial_type
12.460938	0.0	MU_00
12.489746	0.0	MU_06
12.561523	0.0	MU_01
12.62793	0.0	MU_04
12.641602	0.0	MU_07
12.704102	0.0	MU_06
12.873535	0.0	MU_02
12.972656	0.0	MU_04
13.04541	0.0	MU_08
13.054688	0.0	MU_02
13.105469	0.0	MU_01
13.119629	0.0	MU_04
13.132812	0.0	MU_06
13.161133	0.0	MU_07
13.169434	0.0	MU_04
13.249512	0.0	MU_04
13.25293	0.0	MU_02
13.299316	0.0	MU_04
13.303223	0.0	MU_08
13.352539	0.0	MU_04
13.381836	0.0	MU_02
13.431641	0.0	MU_02
13.473145	0.0	MU_04
13.529785	0.0	MU_03
13.542969	0.0	MU_05
13.598633	0.0	MU_00
13.63916	0.0	MU_03
13.728516	0.0	MU_01
13.990234	0.0	MU_08
14.031738	0.0	MU_03
14.033691	0.0	MU_02
14.069824	0.0	MU_06
14.122559	0.0	MU_01
14.172363	0.0	MU_01
14.248535	0.0	MU_04
14.29834	0.0	MU_04
14.540527	0.0	MU_05
14.590332	0.0	MU_05
14.695312	0.0	MU_07
14.772461	0.0	MU_07
14.780762	0.0	MU_08
14.831543	0.0	MU_01
14.884277	0.0	MU_02
14.894043	0.0	MU_06
14.933594	0.0	MU_08
14.955078	0.0	MU_09
14.982422	0.0	MU_04
15.004883	0.0	MU_09
15.147461	0.0	MU_07
15.230469	0.0	MU_09
15.276855	0.0	MU_02
15.378418	0.0	MU_00
15.447266	0.0	MU_02
15.499512	0.0	MU_04
15.515625	0.0	MU_02
15.685059	0.0	MU_03
15.785645	0.0	MU_04
15.795898	0.0	MU_09
15.822266	0.0	MU_07
15.827148	0.0	MU_01
15.870605	0.0	MU_09
15.876953	0.0	MU_01
15.926758	0.0	MU_01
15.99707	0.0	MU_04
16.039062	0.0	MU_09
16.208984	0.0	MU_06
16.264648	0.0	MU_04
16.27002	0.0	MU_06
16.274902	0.0	MU_08
16.37207	0.0	MU_04
16.385254	0.0	MU_08
16.38916	0.0	MU_09
16.397461	0.0	MU_03
16.421875	0.0	MU_04
16.442871	0.0	MU_02
16.492676	0.0	MU_02
16.520996	0.0	MU_03
16.54248	0.0	MU_02
16.559082	0.0	MU_07
16.584961	0.0	MU_05
16.634766	0.0	MU_05
16.648926	0.0	MU_03
16.763184	0.0	MU_08
16.800781	0.0	MU_00
16.804199	0.0	MU_09
16.812988	0.0	MU_08
16.818848	0.0	MU_02
16.832031	0.0	MU_04
16.862793	0.0	MU_08
16.998047	0.0	MU_02
17.067871	0.0	MU_00
17.164062	0.0	MU_09
17.170898	0.0	MU_01
17.17334	0.0	MU_07
17.190918	0.0	MU_00
17.20459	0.0	MU_02
17.213867	0.0	MU_09
17.23584	0.0	MU_07
17.275391	0.0	MU_04
17.285645	0.0	MU_07
17.389648	0.0	MU_08
17.40332	0.0	MU_04
17.427734	0.0	MU_01
17.495605	0.0	MU_01
17.533203	0.0	MU_07
17.546387	0.0	MU_06
17.68457	0.0	MU_06
17.695801	0.0	MU_09
17.799316	0.0	MU_02
18.062012	0.0	MU_05
18.07959	0.0	MU_08
18.275879	0.0	MU_00
18.308105	0.0	MU_03
18.484375	0.0	MU_07
18.51123	0.0	MU_02
18.546387	0.0	MU_07
18.694336	0.0	MU_00
18.751953	0.0	MU_03
18.818848	0.0	MU_08
18.833496	0.0	MU_06
18.95459	0.0	MU_02
18.973145	0.0	MU_04
19.017578	0.0	MU_02
19.028809	0.0	MU_05
19.089844	0.0	MU_03
19.145996	0.0	MU_06
19.210449	0.0	MU_03
19.337402	0.0	MU_01
19.380371	0.0	MU_09
19.441406	0.0	MU_09
19.470703	0.0	MU_01
19.494629	0.0	MU_02
19.663574	0.0	MU_02
19.681641	0.0	MU_04
19.713379	0.0	MU_02
19.757324	0.0	MU_05
19.791016	0.0	MU_07
19.799316	0.0	MU_08
19.799805	0.0	MU_03
19.866211	0.0	MU_08
19.91748	0.0	MU_08
19.976562	0.0	MU_01
20.051758	0.0	MU_09
20.057617	0.0	MU_01
20.116211	0.0	MU_08
20.187012	0.0	MU_07
20.202148	0.0	MU_04
20.206543	0.0	MU_01
20.271973	0.0	MU_08
20.384766	0.0	MU_08
20.40918	0.0	MU_09
20.46875	0.0	MU_08
20.520508	0.0	MU_06
20.560547	0.0	MU_09
20.591797	0.0	MU_03
20.665527	0.0	MU_05
20.708496	0.0	MU_06
20.73584	0.0	MU_07
20.758301	0.0	MU_06
20.808105	0.0	MU_06
20.833984	0.0	MU_03
20.85791	0.0	MU_06
20.907715	0.0	MU_06
20.933594	0.0	MU_09
20.938477	0.0	MU_07
21.101074	0.0	MU_07
21.213867	0.0	MU_01
21.229004	0.0	MU_06
21.276855	0.0	MU_08
21.297852	0.0	MU_02
21.356445	0.0	MU_05
21.40625	0.0	MU_05
21.458496	0.0	MU_05
21.501465	0.0	MU_01
21.539062	0.0	MU_09
21.554199	0.0	MU_07
21.582031	0.0	MU_04
21.624512	0.0	MU_07
21.654297	0.0	MU_09
21.688965	0.0	MU_07
21.713867	0.0	MU_06
21.930176	0.0	MU_04
21.987793	0.0	MU_02
22.041992	0.0	MU_02
22.067383	0.0	MU_01
22.128418	0.0	MU_03
22.143066	0.0	MU_04
22.15918	0.0	MU_07
22.194336	0.0	MU_05
22.265137	0.0	MU_08
22.402344	0.0	MU_06
22.460938	0.0	MU_02
22.546875	0.0	MU_07
22.591309	0.0	MU_01
22.66748	0.0	MU_03
22.734863	0.0	MU_09
22.75	0.0	MU_07
22.799805	0.0	MU_07
22.849609	0.0	MU_07
22.851074	0.0	MU_04
22.862305	0.0	MU_08
22.896484	0.0	MU_06
22.911133	0.0	MU_03
22.929688	0.0	MU_09
23.166992	0.0	MU_05
23.232422	0.0	MU_01
23.293457	0.0	MU_04
23.380859	0.0	MU_09
23.414551	0.0	MU_06
23.434082	0.0	MU_09
23.501465	0.0	MU_02
23.517578	0.0	MU_07
23.561523	0.0	MU_03
23.585938	0.0	MU_06
23.724609	0.0	MU_02
23.751953	0.0	MU_05
23.801758	0.0	MU_05
23.825195	0.0	MU_08
23.90625	0.0	MU_06
23.92627	0.0	MU_04
24.085938	0.0	MU_08
24.261719	0.0	MU_05
24.272949	0.0	MU_03
24.294434	0.0	MU_02
24.302246	0.0	MU_06
24.368652	0.0	MU_09
24.436035	0.0	MU_05
24.445801	0.0	MU_04
24.450684	0.0	MU_00
24.461426	0.0	MU_09
24.536133	0.0	MU_04
24.547852	0.0	MU_09
24.598633	0.0	MU_02
24.720703	0.0	MU_00
24.720703	0.0	MU_02
24.770508	0.0	MU_02
24.870117	0.0	MU_08
24.894043	0.0	MU_03
24.919922	0.0	MU_08
24.953125	0.0	MU_09
25.115234	0.0	MU_05
25.140625	0.0	MU_01
25.229492	0.0	MU_04
25.230469	0.0	MU_06
25.237305	0.0	MU_07
25.453613	0.0	MU_00
25.457031	0.0	MU_01
25.534668	0.0	MU_05
25.572266	0.0	MU_01
25.580078	0.0	MU_04
25.608887	0.0	MU_09
25.737793	0.0	MU_00
25.79541	0.0	MU_04
25.798828	0.0	MU_02
25.833008	0.0	MU_09
25.882812	0.0	MU_09
25.932617	0.0	MU_09
26.004883	0.0	MU_09
26.062988	0.0	MU_03
26.077148	0.0	MU_02
26.112305	0.0	MU_05
26.157227	0.0	MU_09
26.191895	0.0	MU_02
26.251465	0.0	MU_06
26.273926	0.0	MU_07
26.288086	0.0	MU_09
26.384766	0.0	MU_05
26.449219	0.0	MU_05
26.450195	0.0	MU_06
26.498047	0.0	MU_02
26.535156	0.0	MU_08
26.558594	0.0	MU_05
26.560547	0.0	MU_04
26.578125	0.0	MU_00
26.618652	0.0	MU_09
26.668457	0.0	MU_09
26.718262	0.0	MU_09
26.729004	0.0	MU_04
26.76709	0.0	MU_00
26.840332	0.0	MU_03
26.867188	0.0	MU_01
26.925781	0.0	MU_03
26.977051	0.0	MU_05
27.009277	0.0	MU_03
27.031738	0.0	MU_08
27.062988	0.0	MU_07
27.134766	0.0	MU_00
27.180664	0.0	MU_01
27.27832	0.0	MU_05
27.318359	0.0	MU_08
27.336914	0.0	MU_03
27.353516	0.0	MU_05
27.413574	0.0	MU_08
27.45459	0.0	MU_03
27.547852	0.0	MU_03
27.614746	0.0	MU_06
27.716309	0.0	MU_00
27.721191	0.0	MU_05
27.770996	0.0	MU_05
27.81543	0.0	MU_06
27.84668	0.0	MU_07
27.848145	0.0	MU_09
28.004395	0.0	MU_03
28.057617	0.0	MU_07
28.070312	0.0	MU_08
28.147949	0.0	MU_00
28.149414	0.0	MU_02
28.229004	0.0	MU_08
28.296875	0.0	MU_09
28.36084	0.0	MU_03
28.374023	0.0	MU_00
28.460449	0.0	MU_08
28.48291	0.0	MU_07
28.536133	0.0	MU_04
28.565918	0.0	MU_02
28.607422	0.0	MU_04
28.720215	0.0	MU_08
28.749023	0.0	MU_05
28.762207	0.0	MU_09
28.80127	0.0	MU_07
28.945801	0.0	MU_07
28.949707	0.0	MU_04
29.013672	0.0	MU_05
29.023926	0.0	MU_08
29.025879	0.0	MU_00
29.043945	0.0	MU_09
29.044922	0.0	MU_01
29.075684	0.0	MU_00
29.098633	0.0	MU_09
29.170898	0.0	MU_04
29.177246	0.0	MU_09
29.199707	0.0	MU_08
29.200684	0.0	MU_05
29.226562	0.0	MU_02
29.311035	0.0	MU_09
29.326172	0.0	MU_05
29.336426	0.0	MU_06
29.374023	0.0	MU_02
29.417969	0.0	MU_04
29.476074	0.0	MU_09
29.519531	0.0	MU_05
29.523438	0.0	MU_06
29.578125	0.0	MU_06
29.580566	0.0	MU_03
29.630371	0.0	MU_05
29.643555	0.0	MU_03
29.777344	0.0	MU_08
29.780273	0.0	MU_07
29.857422	0.0	MU_09
29.944824	0.0	MU_08
30.116211	0.0	MU_06
30.12207	0.0	MU_01
30.134277	0.0	MU_07
30.168457	0.0	MU_06
30.176758	0.0	MU_00
30.208008	0.0	MU_05
30.299805	0.0	MU_06
30.408691	0.0	MU_05
30.441406	0.0	MU_07
30.526367	0.0	MU_07
30.52832	0.0	MU_08
30.555176	0.0	MU_02
30.778809	0.0	MU_08
30.85498	0.0	MU_00
30.987305	0.0	MU_01
31.04834	0.0	MU_03
31.110352	0.0	MU_00
31.128418	0.0	MU_01
31.160645	0.0	MU_06
31.337891	0.0	MU_03
31.4375	0.0	MU_06
31.494141	0.0	MU_02
31.572754	0.0	MU_02
31.581055	0.0	MU_04
31.651367	0.0	MU_01
31.696289	0.0	MU_07
31.719727	0.0	MU_05
31.731445	0.0	MU_04
31.924805	0.0	MU_05
31.942383	0.0	MU_00
31.943359	0.0	MU_03
32.04248	0.0	MU_02
32.09668	0.0	MU_00
32.277832	0.0	MU_01
32.420898	0.0	MU_05
32.544434	0.0	MU_07
32.741699	0.0	MU_00
32.999512	0.0	MU_04
33.007812	0.0	MU_03
33.061523	0.0	MU_02
33.095703	0.0	MU_06
33.1875	0.0	MU_02
33.277344	0.0	MU_02
33.328613	0.0	MU_08
33.42627	0.0	MU_00
33.491699	0.0	MU_00
33.529297	0.0	MU_09
33.630859	0.0	MU_03
33.702148	0.0	MU_03
33.849121	0.0	MU_03
33.970215	0.0	MU_01
34.104004	0.0	MU_05
34.333984	0.0	MU_02
34.64209	0.0	MU_00
35.528809	0.0	MU_04
35.870117	0.0	MU_01
36.540039	0.0	MU_00
