onset	duration	trial_type
23.797852	0.0	MU_04
24.036133	0.0	MU_04
24.275879	0.0	MU_03
24.276367	0.0	MU_00
24.290039	0.0	MU_01
24.326172	0.0	MU_00
24.411621	0.0	MU_03
24.417969	0.0	MU_00
24.600586	0.0	MU_03
24.668945	0.0	MU_02
24.694336	0.0	MU_00
24.744141	0.0	MU_00
24.845215	0.0	MU_04
24.909668	0.0	MU_04
24.921387	0.0	MU_03
25.031738	0.0	MU_03
25.064941	0.0	MU_04
25.066406	0.0	MU_02
25.081543	0.0	MU_03
25.233887	0.0	MU_00
25.304688	0.0	MU_03
25.49707	0.0	MU_00
25.60498	0.0	MU_01
25.71875	0.0	MU_03
25.762695	0.0	MU_04
25.805664	0.0	MU_01
25.894043	0.0	MU_04
26.160645	0.0	MU_02
26.325684	0.0	MU_02
26.341797	0.0	MU_01
26.375488	0.0	MU_02
26.400879	0.0	MU_03
26.425293	0.0	MU_02
26.478027	0.0	MU_04
26.519531	0.0	MU_02
26.59082	0.0	MU_01
26.631348	0.0	MU_03
26.700195	0.0	MU_03
26.980957	0.0	MU_02
27.168945	0.0	MU_02
27.171387	0.0	MU_03
27.230469	0.0	MU_03
27.304688	0.0	MU_03
27.376465	0.0	MU_00
27.540039	0.0	MU_00
27.71875	0.0	MU_00
27.832031	0.0	MU_03
27.887695	0.0	MU_02
27.905273	0.0	MU_03
28.113281	0.0	MU_00
28.416504	0.0	MU_04
28.512695	0.0	MU_04
28.518066	0.0	MU_02
28.73291	0.0	MU_00
28.903809	0.0	MU_00
29.026855	0.0	MU_00
29.090332	0.0	MU_02
29.202637	0.0	MU_03
29.28125	0.0	MU_02
29.37793	0.0	MU_01
29.575195	0.0	MU_01
29.747559	0.0	MU_01
29.820312	0.0	MU_00
30.007812	0.0	MU_00
30.057617	0.0	MU_00
30.105957	0.0	MU_04
30.117676	0.0	MU_03
30.155762	0.0	MU_04
30.18457	0.0	MU_02
30.268555	0.0	MU_00
30.34375	0.0	MU_04
30.448242	0.0	MU_04
30.499023	0.0	MU_03
30.544434	0.0	MU_01
30.56543	0.0	MU_02
30.822754	0.0	MU_04
30.862305	0.0	MU_03
31.14502	0.0	MU_01
31.150879	0.0	MU_00
31.263672	0.0	MU_03
31.370117	0.0	MU_03
31.38916	0.0	MU_04
31.476562	0.0	MU_02
31.715332	0.0	MU_00
31.82373	0.0	MU_00
31.856445	0.0	MU_01
31.90625	0.0	MU_01
32.21875	0.0	MU_03
32.286621	0.0	MU_02
32.381348	0.0	MU_01
32.551758	0.0	MU_02
32.79248	0.0	MU_00
32.862793	0.0	MU_03
33.008789	0.0	MU_00
33.193848	0.0	MU_04
33.253906	0.0	MU_02
33.48584	0.0	MU_00
33.633789	0.0	MU_01
33.757812	0.0	MU_01
34.108887	0.0	MU_01
34.577148	0.0	MU_00
34.613281	0.0	MU_01
34.944824	0.0	MU_00
35.845215	0.0	MU_00
